time,q1,q2,q3,q4,q5,q6,ph_x,ph_y,ph_z,h,n_c,frameId,d,vr,vh
0.002,-1.1314e-10,-1.5708,1.5708,1.1314e-10,-7.54267e-11,7.54267e-11,1,0.2,0.65,0.27759,1,53,0.429595,0,0.0133616
0.004,-2.33017e-06,-1.5708,1.5708,2.33017e-06,-1.55345e-06,1.55345e-06,1,0.200377,0.65,0.277569,0,53,0.429732,3.30427e-08,0.0144199
0.006,-9.26922e-06,-1.5708,1.5708,9.26922e-06,-6.17948e-06,6.17948e-06,0.999999,0.200754,0.65,0.277636,0,53,0.429703,0.000681686,0.0144906
0.008,-2.07159e-05,-1.57081,1.57081,2.07159e-05,-1.38106e-05,1.38106e-05,0.999998,0.201131,0.65,0.277702,0,53,0.429675,0.00135096,0.0145602
0.01,-3.65692e-05,-1.57082,1.57082,3.65692e-05,-2.43795e-05,2.43795e-05,0.999996,0.201508,0.65,0.277768,0,53,0.429649,0.00200781,0.0146285
0.012,-5.67295e-05,-1.57083,1.57083,5.67295e-05,-3.78196e-05,3.78196e-05,0.999994,0.201885,0.65,0.277833,0,53,0.429624,0.00265234,0.0146957
0.014,-8.10979e-05,-1.57085,1.57085,8.10979e-05,-5.40653e-05,5.40653e-05,0.999991,0.202262,0.65,0.277898,0,53,0.4296,0.00328469,0.0147618
0.016,-0.000109577,-1.57087,1.57087,0.000109577,-7.30513e-05,7.30513e-05,0.999988,0.202639,0.65,0.277962,0,53,0.429577,0.00390497,0.0148268
0.018,-0.00014207,-1.57089,1.57089,0.00014207,-9.47134e-05,9.47134e-05,0.999985,0.203016,0.65,0.278026,0,53,0.429555,0.00451327,0.0148907
0.02,-0.000178482,-1.57092,1.57092,0.000178482,-0.000118988,0.000118988,0.999981,0.203393,0.65,0.278089,0,53,0.429535,0.00510972,0.0149535
0.022,-0.000218717,-1.57094,1.57094,0.000218717,-0.000145811,0.000145811,0.999976,0.20377,0.65,0.278151,0,53,0.429515,0.00569442,0.0150154
0.024,-0.000262683,-1.57097,1.57097,0.000262683,-0.000175122,0.000175122,0.999971,0.204147,0.65,0.278213,0,53,0.429496,0.00626745,0.0150762
0.026,-0.000310288,-1.571,1.571,0.000310288,-0.000206858,0.000206858,0.999966,0.204524,0.65,0.278274,0,53,0.429479,0.00682894,0.0151361
0.028,-0.000361439,-1.57104,1.57104,0.000361439,-0.000240959,0.000240959,0.99996,0.204901,0.65,0.278335,0,53,0.429462,0.00737896,0.015195
0.03,-0.000416046,-1.57107,1.57107,0.000416046,-0.000277364,0.000277364,0.999954,0.205278,0.65,0.278395,0,53,0.429447,0.0079176,0.015253
0.032,-0.00047402,-1.57111,1.57111,0.00047402,-0.000316013,0.000316013,0.999947,0.205655,0.65,0.278454,0,53,0.429432,0.00844497,0.0153102
0.034,-0.000535272,-1.57115,1.57115,0.000535272,-0.000356848,0.000356848,0.999939,0.206031,0.65,0.278513,0,53,0.429418,0.00896114,0.0153664
0.036,-0.000599716,-1.5712,1.5712,0.000599716,-0.000399811,0.000399811,0.999932,0.206408,0.65,0.27857,0,53,0.429405,0.0094662,0.0154218
0.038,-0.000667264,-1.57124,1.57124,0.000667264,-0.000444842,0.000444842,0.999923,0.206785,0.65,0.278628,0,53,0.429394,0.00996023,0.0154764
0.04,-0.00073783,-1.57129,1.57129,0.00073783,-0.000491887,0.000491887,0.999914,0.207162,0.65,0.278684,0,53,0.429382,0.0104433,0.0155302
0.042,-0.000811331,-1.57134,1.57134,0.000811331,-0.000540887,0.000540887,0.999905,0.207539,0.65,0.27874,0,53,0.429372,0.0109155,0.0155833
0.044,-0.000887682,-1.57139,1.57139,0.000887682,-0.000591788,0.000591788,0.999896,0.207916,0.65,0.278795,0,53,0.429363,0.0113769,0.0156356
0.046,-0.000966801,-1.57144,1.57144,0.000966801,-0.000644534,0.000644534,0.999885,0.208293,0.65,0.278849,0,53,0.429354,0.0118276,0.0156871
0.048,-0.00104861,-1.5715,1.5715,0.00104861,-0.00069907,0.00069907,0.999875,0.208669,0.65,0.278903,0,53,0.429346,0.0122676,0.015738
0.05,-0.00113301,-1.57155,1.57155,0.00113301,-0.000755343,0.000755343,0.999864,0.209046,0.65,0.278956,0,53,0.429339,0.012697,0.0157882
0.052,-0.00121995,-1.57161,1.57161,0.00121995,-0.000813299,0.000813299,0.999852,0.209423,0.65,0.279008,0,53,0.429333,0.013116,0.0158377
0.054,-0.00130933,-1.57167,1.57167,0.00130933,-0.000872885,0.000872885,0.99984,0.2098,0.65,0.279059,0,53,0.429328,0.0135244,0.0158866
0.056,-0.00140107,-1.57173,1.57173,0.00140107,-0.000934049,0.000934049,0.999827,0.210177,0.65,0.27911,0,53,0.429323,0.0139225,0.0159348
0.058,-0.00149511,-1.57179,1.57179,0.00149511,-0.00099674,0.00099674,0.999814,0.210553,0.65,0.279159,0,53,0.429319,0.0143103,0.0159825
0.06,-0.00159136,-1.57186,1.57186,0.00159136,-0.00106091,0.00106091,0.999801,0.21093,0.65,0.279192,0,54,0.431043,0.0128125,0.0260383
0.062,-0.00168974,-1.57192,1.57192,0.00168974,-0.0011265,0.0011265,0.999787,0.211307,0.65,0.279211,0,54,0.431016,0.0131377,0.0260857
0.064,-0.00179019,-1.57199,1.57199,0.00179019,-0.00119346,0.00119346,0.999772,0.211683,0.65,0.279229,0,54,0.43099,0.0134543,0.0261325
0.066,-0.00189263,-1.57206,1.57206,0.00189263,-0.00126175,0.00126175,0.999757,0.21206,0.65,0.279246,0,54,0.430964,0.0137622,0.0261788
0.068,-0.00199698,-1.57213,1.57213,0.00199698,-0.00133132,0.00133132,0.999742,0.212437,0.65,0.279262,0,54,0.430939,0.0140617,0.0262246
0.07,-0.00210317,-1.5722,1.5722,0.00210317,-0.00140212,0.00140212,0.999726,0.212813,0.65,0.279278,0,54,0.430915,0.0143527,0.0262699
0.072,-0.00221114,-1.57227,1.57227,0.00221114,-0.00147409,0.00147409,0.99971,0.21319,0.65,0.279293,0,54,0.430891,0.0146352,0.0263148
0.074,-0.0023208,-1.57234,1.57234,0.0023208,-0.0015472,0.0015472,0.999693,0.213567,0.65,0.279307,0,54,0.430867,0.0149092,0.0263592
0.076,-0.0024321,-1.57242,1.57242,0.0024321,-0.0016214,0.0016214,0.999676,0.213943,0.65,0.27932,0,54,0.430844,0.0151749,0.0264031
0.078,-0.00254495,-1.57249,1.57249,0.00254495,-0.00169663,0.00169663,0.999658,0.21432,0.65,0.279332,0,54,0.430821,0.0154322,0.0264467
0.08,-0.0026593,-1.57257,1.57257,0.0026593,-0.00177287,0.00177287,0.99964,0.214696,0.65,0.279344,0,54,0.430799,0.0156812,0.0264898
0.082,-0.00277507,-1.57265,1.57265,0.00277507,-0.00185005,0.00185005,0.999621,0.215072,0.65,0.279354,0,54,0.430777,0.015922,0.0265326
0.084,-0.0028922,-1.57272,1.57272,0.0028922,-0.00192813,0.00192813,0.999602,0.215449,0.65,0.279364,0,54,0.430756,0.0161544,0.026575
0.086,-0.00301062,-1.5728,1.5728,0.00301062,-0.00200708,0.00200708,0.999582,0.215825,0.65,0.279373,0,54,0.430735,0.0163787,0.0266171
0.088,-0.00313026,-1.57288,1.57288,0.00313026,-0.00208684,0.00208684,0.999562,0.216202,0.65,0.279381,0,54,0.430714,0.0165947,0.0266589
0.09,-0.00325107,-1.57296,1.57296,0.00325107,-0.00216738,0.00216738,0.999542,0.216578,0.65,0.279388,0,54,0.430693,0.0168026,0.0267003
0.092,-0.00337297,-1.57304,1.57304,0.00337297,-0.00224865,0.00224865,0.999521,0.216954,0.65,0.279394,0,54,0.430673,0.0170024,0.0267415
0.094,-0.0034959,-1.57313,1.57313,0.0034959,-0.0023306,0.0023306,0.999499,0.217331,0.65,0.279399,0,54,0.430653,0.017194,0.0267824
0.096,-0.00361981,-1.57321,1.57321,0.00361981,-0.00241321,0.00241321,0.999477,0.217707,0.65,0.279404,0,54,0.430634,0.0173776,0.026823
0.098,-0.00374463,-1.57329,1.57329,0.00374463,-0.00249642,0.00249642,0.999455,0.218083,0.65,0.279407,0,54,0.430615,0.0175532,0.0268635
0.1,-0.00387029,-1.57338,1.57338,0.00387029,-0.00258019,0.00258019,0.999432,0.218459,0.65,0.279409,0,54,0.430596,0.0177207,0.0269037
0.102,-0.00399674,-1.57346,1.57346,0.00399674,-0.00266449,0.00266449,0.999408,0.218835,0.65,0.27941,0,54,0.430577,0.0178803,0.0269437
0.104,-0.00412392,-1.57355,1.57355,0.00412392,-0.00274928,0.00274928,0.999384,0.219211,0.65,0.279411,0,54,0.430559,0.0180319,0.0269835
0.106,-0.00425176,-1.57363,1.57363,0.00425176,-0.00283451,0.00283451,0.99936,0.219587,0.65,0.27941,0,54,0.43054,0.0181756,0.0270231
0.108,-0.00438022,-1.57372,1.57372,0.00438022,-0.00292014,0.00292014,0.999335,0.219963,0.65,0.279408,0,54,0.430522,0.0183114,0.0270626
0.11,-0.00450922,-1.5738,1.5738,0.00450922,-0.00300615,0.00300615,0.99931,0.220339,0.65,0.279405,0,54,0.430505,0.0184394,0.0271019
0.112,-0.00463872,-1.57389,1.57389,0.00463872,-0.00309248,0.00309248,0.999284,0.220715,0.65,0.279401,0,54,0.430487,0.0185595,0.0271411
0.114,-0.00476867,-1.57398,1.57398,0.00476867,-0.00317911,0.00317911,0.999258,0.221091,0.65,0.279396,0,54,0.430469,0.0186718,0.0271802
0.116,-0.00489899,-1.57406,1.57406,0.00489899,-0.00326599,0.00326599,0.999231,0.221467,0.65,0.27939,0,54,0.430452,0.0187763,0.0272192
0.118,-0.00502964,-1.57415,1.57415,0.00502964,-0.00335309,0.00335309,0.999204,0.221843,0.65,0.279383,0,54,0.430435,0.0188731,0.0272582
0.12,-0.00516056,-1.57424,1.57424,0.00516056,-0.00344037,0.00344037,0.999176,0.222218,0.65,0.279374,0,54,0.430418,0.0189622,0.027297
0.122,-0.0052917,-1.57432,1.57432,0.0052917,-0.0035278,0.0035278,0.999148,0.222594,0.65,0.279365,0,54,0.4304,0.0190436,0.0273359
0.124,-0.00542301,-1.57441,1.57441,0.00542301,-0.00361534,0.00361534,0.999119,0.22297,0.65,0.279354,0,54,0.430383,0.0191173,0.0273746
0.126,-0.00555443,-1.5745,1.5745,0.00555443,-0.00370295,0.00370295,0.99909,0.223345,0.65,0.279342,0,54,0.430367,0.0191834,0.0274134
0.128,-0.00568591,-1.57459,1.57459,0.00568591,-0.00379061,0.00379061,0.999061,0.223721,0.65,0.279329,0,54,0.43035,0.0192419,0.0274521
0.13,-0.0058174,-1.57467,1.57467,0.0058174,-0.00387827,0.00387827,0.999031,0.224096,0.65,0.279315,0,54,0.430333,0.0192928,0.0274908
0.132,-0.00594885,-1.57476,1.57476,0.00594885,-0.0039659,0.0039659,0.999,0.224472,0.65,0.2793,0,54,0.430316,0.0193361,0.0275296
0.134,-0.00608021,-1.57485,1.57485,0.00608021,-0.00405347,0.00405347,0.998969,0.224847,0.65,0.279283,0,54,0.430299,0.019372,0.0275684
0.136,-0.00621143,-1.57494,1.57494,0.00621143,-0.00414095,0.00414095,0.998938,0.225223,0.65,0.279266,0,54,0.430282,0.0194004,0.0276072
0.138,-0.00634245,-1.57502,1.57502,0.00634245,-0.0042283,0.0042283,0.998906,0.225598,0.65,0.279247,0,54,0.430266,0.0194213,0.0276461
0.14,-0.00647324,-1.57511,1.57511,0.00647324,-0.00431549,0.00431549,0.998874,0.225973,0.65,0.279226,0,54,0.430249,0.0194348,0.027685
0.142,-0.00660374,-1.5752,1.5752,0.00660374,-0.00440249,0.00440249,0.998841,0.226348,0.65,0.279205,0,54,0.430232,0.0194409,0.027724
0.144,-0.0067339,-1.57529,1.57529,0.0067339,-0.00448927,0.00448927,0.998807,0.226723,0.65,0.279182,0,54,0.430215,0.0194396,0.0277631
0.146,-0.00686369,-1.57537,1.57537,0.00686369,-0.00457579,0.00457579,0.998774,0.227099,0.65,0.279158,0,54,0.430198,0.019431,0.0278024
0.148,-0.00699304,-1.57546,1.57546,0.00699304,-0.00466203,0.00466203,0.998739,0.227474,0.65,0.279133,0,54,0.43018,0.0194151,0.0278417
0.15,-0.00712192,-1.57554,1.57554,0.00712192,-0.00474795,0.00474795,0.998705,0.227849,0.65,0.279106,0,54,0.430163,0.019392,0.0278811
0.152,-0.00725029,-1.57563,1.57563,0.00725029,-0.00483353,0.00483353,0.998669,0.228223,0.65,0.279078,0,54,0.430146,0.0193616,0.0279207
0.154,-0.00737809,-1.57572,1.57572,0.00737809,-0.00491873,0.00491873,0.998634,0.228598,0.65,0.279049,0,54,0.430128,0.019324,0.0279604
0.156,-0.00750528,-1.5758,1.5758,0.00750528,-0.00500352,0.00500352,0.998598,0.228973,0.65,0.279018,0,54,0.43011,0.0192792,0.0280003
0.158,-0.00763183,-1.57588,1.57588,0.00763183,-0.00508788,0.00508788,0.998561,0.229348,0.65,0.278986,0,54,0.430092,0.0192273,0.0280404
0.16,-0.00775768,-1.57597,1.57597,0.00775768,-0.00517178,0.00517178,0.998524,0.229722,0.65,0.278953,0,54,0.430074,0.0191682,0.0280806
0.162,-0.00788279,-1.57605,1.57605,0.00788279,-0.00525519,0.00525519,0.998486,0.230097,0.65,0.278918,0,54,0.430056,0.0191021,0.0281211
0.164,-0.00800712,-1.57613,1.57613,0.00800712,-0.00533808,0.00533808,0.998448,0.230472,0.65,0.278882,0,54,0.430037,0.019029,0.0281617
0.166,-0.00813064,-1.57622,1.57622,0.00813064,-0.00542042,0.00542042,0.99841,0.230846,0.65,0.278844,0,54,0.430019,0.0189488,0.0282025
0.168,-0.00825329,-1.5763,1.5763,0.00825329,-0.00550219,0.00550219,0.998371,0.23122,0.65,0.278805,0,54,0.43,0.0188617,0.0282436
0.17,-0.00837504,-1.57638,1.57638,0.00837504,-0.00558336,0.00558336,0.998332,0.231595,0.65,0.278765,0,54,0.42998,0.0187677,0.0282849
0.172,-0.00849585,-1.57646,1.57646,0.00849585,-0.0056639,0.0056639,0.998292,0.231969,0.65,0.278723,0,54,0.429961,0.0186667,0.0283264
0.174,-0.00861568,-1.57654,1.57654,0.00861568,-0.00574379,0.00574379,0.998251,0.232343,0.65,0.27868,0,54,0.429941,0.0185589,0.0283682
0.176,-0.00873449,-1.57662,1.57662,0.00873449,-0.00582299,0.00582299,0.998211,0.232717,0.65,0.278635,0,54,0.429921,0.0184442,0.0284103
0.178,-0.00885224,-1.5767,1.5767,0.00885224,-0.00590149,0.00590149,0.998169,0.233091,0.65,0.278589,0,54,0.4299,0.0183228,0.0284526
0.18,-0.0089689,-1.57678,1.57678,0.0089689,-0.00597926,0.00597926,0.998128,0.233465,0.65,0.278542,0,54,0.42988,0.0181945,0.0284952
0.182,-0.00908441,-1.57685,1.57685,0.00908441,-0.00605628,0.00605628,0.998085,0.233839,0.65,0.278493,0,54,0.429858,0.0180596,0.0285381
0.184,-0.00919876,-1.57693,1.57693,0.00919876,-0.00613251,0.00613251,0.998043,0.234213,0.65,0.278442,0,54,0.429837,0.0179179,0.0285812
0.186,-0.0093119,-1.577,1.577,0.0093119,-0.00620793,0.00620793,0.998,0.234587,0.65,0.27839,0,54,0.429815,0.0177697,0.0286247
0.188,-0.0094238,-1.57708,1.57708,0.0094238,-0.00628253,0.00628253,0.997956,0.23496,0.65,0.278337,0,54,0.429793,0.0176148,0.0286685
0.19,-0.00953441,-1.57715,1.57715,0.00953441,-0.00635627,0.00635627,0.997912,0.235334,0.65,0.278282,0,54,0.42977,0.0174533,0.0287126
0.192,-0.00964371,-1.57723,1.57723,0.00964371,-0.00642914,0.00642914,0.997867,0.235707,0.65,0.278225,0,54,0.429747,0.0172853,0.028757
0.194,-0.00975166,-1.5773,1.5773,0.00975166,-0.00650111,0.00650111,0.997822,0.236081,0.65,0.278167,0,54,0.429724,0.0171107,0.0288018
0.196,-0.00985822,-1.57737,1.57737,0.00985822,-0.00657215,0.00657215,0.997777,0.236454,0.65,0.278107,0,54,0.4297,0.0169298,0.0288469
0.198,-0.00996337,-1.57744,1.57744,0.00996337,-0.00664225,0.00664225,0.997731,0.236828,0.65,0.278046,0,54,0.429675,0.0167424,0.0288924
0.2,-0.0100671,-1.57751,1.57751,0.0100671,-0.00671137,0.00671137,0.997685,0.237201,0.65,0.277983,0,54,0.42965,0.0165486,0.0289383
0.202,-0.0101693,-1.57758,1.57758,0.0101693,-0.00677951,0.00677951,0.997638,0.237574,0.65,0.277919,0,54,0.429625,0.0163485,0.0289845
0.204,-0.01027,-1.57764,1.57764,0.01027,-0.00684664,0.00684664,0.99759,0.237947,0.65,0.277853,0,54,0.429599,0.016142,0.029031
0.206,-0.0103691,-1.57771,1.57771,0.0103691,-0.00691273,0.00691273,0.997543,0.23832,0.65,0.277786,0,54,0.429573,0.0159293,0.029078
0.208,-0.0104667,-1.57777,1.57777,0.0104667,-0.00697777,0.00697777,0.997494,0.238693,0.65,0.277717,0,54,0.429546,0.0157104,0.0291254
0.21,-0.0105626,-1.57784,1.57784,0.0105626,-0.00704173,0.00704173,0.997446,0.239065,0.65,0.277646,0,54,0.429519,0.0154853,0.0291731
0.212,-0.0106569,-1.5779,1.5779,0.0106569,-0.00710459,0.00710459,0.997396,0.239438,0.65,0.277574,0,54,0.429491,0.0152541,0.0292213
0.214,-0.0107495,-1.57796,1.57796,0.0107495,-0.00716634,0.00716634,0.997347,0.239811,0.65,0.2775,0,54,0.429462,0.0150168,0.0292698
0.216,-0.0108404,-1.57802,1.57802,0.0108404,-0.00722695,0.00722695,0.997297,0.240183,0.65,0.277424,0,54,0.429433,0.0147734,0.0293188
0.218,-0.0109296,-1.57808,1.57808,0.0109296,-0.0072864,0.0072864,0.997246,0.240556,0.65,0.277347,0,54,0.429403,0.014524,0.0293682
0.22,-0.011017,-1.57814,1.57814,0.011017,-0.00734468,0.00734468,0.997195,0.240928,0.65,0.277269,0,54,0.429373,0.0142686,0.0294181
0.222,-0.0111026,-1.5782,1.5782,0.0111026,-0.00740176,0.00740176,0.997144,0.2413,0.65,0.277188,0,54,0.429342,0.0140073,0.0294684
0.224,-0.0111864,-1.57825,1.57825,0.0111864,-0.00745762,0.00745762,0.997092,0.241672,0.65,0.277106,0,54,0.429311,0.0137401,0.0295191
0.226,-0.0112684,-1.57831,1.57831,0.0112684,-0.00751225,0.00751225,0.997039,0.242044,0.65,0.277022,0,54,0.429278,0.013467,0.0295702
0.228,-0.0113484,-1.57836,1.57836,0.0113484,-0.00756563,0.00756563,0.996986,0.242416,0.65,0.276937,0,54,0.429246,0.0131882,0.0296219
0.23,-0.0114266,-1.57841,1.57841,0.0114266,-0.00761774,0.00761774,0.996933,0.242788,0.65,0.27685,0,54,0.429212,0.0129036,0.029674
0.232,-0.0115028,-1.57846,1.57846,0.0115028,-0.00766856,0.00766856,0.996879,0.24316,0.65,0.276761,0,54,0.429178,0.0126132,0.0297265
0.234,-0.0115771,-1.57851,1.57851,0.0115771,-0.00771807,0.00771807,0.996825,0.243532,0.65,0.276671,0,54,0.429143,0.0123172,0.0297795
0.236,-0.0116494,-1.57856,1.57856,0.0116494,-0.00776625,0.00776625,0.99677,0.243903,0.65,0.276579,0,54,0.429108,0.0120156,0.029833
0.238,-0.0117196,-1.57861,1.57861,0.0117196,-0.00781309,0.00781309,0.996715,0.244275,0.65,0.276485,0,54,0.429072,0.0117084,0.029887
0.24,-0.0117879,-1.57865,1.57865,0.0117879,-0.00785858,0.00785858,0.996659,0.244646,0.65,0.276389,0,54,0.429035,0.0113957,0.0299415
0.242,-0.011854,-1.5787,1.5787,0.011854,-0.00790269,0.00790269,0.996603,0.245018,0.65,0.276292,0,54,0.428997,0.0110775,0.0299965
0.244,-0.0119181,-1.57874,1.57874,0.0119181,-0.0079454,0.0079454,0.996547,0.245389,0.65,0.276193,0,54,0.428958,0.0107538,0.030052
0.246,-0.0119801,-1.57878,1.57878,0.0119801,-0.00798671,0.00798671,0.99649,0.24576,0.65,0.276092,0,54,0.428919,0.0104247,0.030108
0.248,-0.0120399,-1.57882,1.57882,0.0120399,-0.00802659,0.00802659,0.996432,0.246131,0.65,0.27599,0,54,0.428879,0.0100903,0.0301644
0.25,-0.0120975,-1.57886,1.57886,0.0120975,-0.00806502,0.00806502,0.996374,0.246502,0.65,0.275886,0,54,0.428838,0.00975059,0.0302215
0.252,-0.012153,-1.5789,1.5789,0.012153,-0.008102,0.008102,0.996316,0.246872,0.65,0.27578,0,54,0.428797,0.00940559,0.030279
0.254,-0.0122063,-1.57893,1.57893,0.0122063,-0.00813751,0.00813751,0.996257,0.247243,0.65,0.275672,0,54,0.428755,0.00905538,0.030337
0.256,-0.0122573,-1.57897,1.57897,0.0122573,-0.00817153,0.00817153,0.996197,0.247614,0.65,0.275563,0,54,0.428711,0.0087,0.0303956
0.258,-0.0123061,-1.579,1.579,0.0123061,-0.00820405,0.00820405,0.996138,0.247984,0.65,0.275452,0,54,0.428667,0.00833949,0.0304547
0.26,-0.0123526,-1.57903,1.57903,0.0123526,-0.00823505,0.00823505,0.996077,0.248354,0.65,0.275339,0,54,0.428623,0.00797391,0.0305144
0.262,-0.0123968,-1.57906,1.57906,0.0123968,-0.00826452,0.00826452,0.996017,0.248725,0.65,0.275224,0,54,0.428577,0.0076033,0.0305746
0.264,-0.0124387,-1.57909,1.57909,0.0124387,-0.00829243,0.00829243,0.995956,0.249095,0.65,0.275108,0,54,0.42853,0.00722771,0.0306353
0.266,-0.0124782,-1.57912,1.57912,0.0124782,-0.00831879,0.00831879,0.995894,0.249465,0.65,0.27499,0,54,0.428483,0.00684718,0.0306966
0.268,-0.0125154,-1.57914,1.57914,0.0125154,-0.00834357,0.00834357,0.995832,0.249835,0.65,0.27487,0,54,0.428435,0.00646177,0.0307585
0.27,-0.0125502,-1.57916,1.57916,0.0125502,-0.00836677,0.00836677,0.995769,0.250204,0.65,0.274748,0,54,0.428385,0.00607151,0.0308209
0.272,-0.0125825,-1.57918,1.57918,0.0125825,-0.00838836,0.00838836,0.995706,0.250574,0.65,0.274624,0,54,0.428335,0.00567646,0.0308839
0.274,-0.0126125,-1.5792,1.5792,0.0126125,-0.00840833,0.00840833,0.995643,0.250944,0.65,0.274499,0,54,0.428284,0.00527667,0.0309474
0.276,-0.01264,-1.57922,1.57922,0.01264,-0.00842668,0.00842668,0.995579,0.251313,0.65,0.274372,0,54,0.428232,0.00487218,0.0310115
0.278,-0.0126651,-1.57924,1.57924,0.0126651,-0.00844338,0.00844338,0.995515,0.251683,0.65,0.274243,0,54,0.42818,0.00446305,0.0310762
0.28,-0.0126876,-1.57925,1.57925,0.0126876,-0.00845843,0.00845843,0.99545,0.252052,0.65,0.274112,0,54,0.428126,0.00404931,0.0311415
0.282,-0.0127077,-1.57927,1.57927,0.0127077,-0.00847181,0.00847181,0.995385,0.252421,0.65,0.27398,0,54,0.428071,0.00363102,0.0312073
0.284,-0.0127253,-1.57928,1.57928,0.0127253,-0.00848351,0.00848351,0.995319,0.25279,0.65,0.273846,0,54,0.428015,0.00320823,0.0312738
0.286,-0.0127403,-1.57929,1.57929,0.0127403,-0.00849351,0.00849351,0.995253,0.253159,0.65,0.273709,0,54,0.427959,0.00278098,0.0313408
0.288,-0.0127527,-1.5793,1.5793,0.0127527,-0.00850182,0.00850182,0.995186,0.253527,0.65,0.273571,0,54,0.427901,0.00234932,0.0314084
0.29,-0.0127626,-1.5793,1.5793,0.0127626,-0.0085084,0.0085084,0.995119,0.253896,0.65,0.273432,0,54,0.427842,0.00191331,0.0314766
0.292,-0.0127699,-1.57931,1.57931,0.0127699,-0.00851326,0.00851326,0.995051,0.254265,0.65,0.27329,0,54,0.427782,0.00147299,0.0315455
0.294,-0.0127746,-1.57931,1.57931,0.0127746,-0.00851638,0.00851638,0.994983,0.254633,0.65,0.273147,0,54,0.427722,0.00102841,0.0316149
0.296,-0.0127766,-1.57931,1.57931,0.0127766,-0.00851775,0.00851775,0.994915,0.255001,0.65,0.273001,0,54,0.42766,0.00057962,0.0316849
0.298,-0.012776,-1.57931,1.57931,0.012776,-0.00851735,0.00851735,0.994846,0.255369,0.65,0.272854,0,54,0.427597,0.000126666,0.0317555
0.3,-0.0127728,-1.57931,1.57931,0.0127728,-0.00851519,0.00851519,0.994777,0.255737,0.65,0.272706,0,54,0.427533,-0.0003304,0.0318268
0.302,-0.0127669,-1.57931,1.57931,0.0127669,-0.00851124,0.00851124,0.994707,0.256105,0.65,0.272555,0,54,0.427468,-0.000791531,0.0318987
0.304,-0.0127582,-1.5793,1.5793,0.0127582,-0.0085055,0.0085055,0.994637,0.256473,0.65,0.272402,0,54,0.427402,-0.00125668,0.0319711
0.306,-0.0127469,-1.57929,1.57929,0.0127469,-0.00849795,0.00849795,0.994566,0.256841,0.65,0.272247,0,54,0.427335,-0.00172579,0.0320442
0.308,-0.0127329,-1.57928,1.57928,0.0127329,-0.00848859,0.00848859,0.994495,0.257208,0.65,0.272091,0,54,0.427267,-0.00219881,0.032118
0.31,-0.0127161,-1.57927,1.57927,0.0127161,-0.0084774,0.0084774,0.994423,0.257576,0.65,0.271932,0,54,0.427198,-0.00267571,0.0321923
0.312,-0.0126966,-1.57926,1.57926,0.0126966,-0.00846438,0.00846438,0.994351,0.257943,0.65,0.271772,0,54,0.427128,-0.00315642,0.0322673
0.314,-0.0126743,-1.57925,1.57925,0.0126743,-0.00844951,0.00844951,0.994279,0.25831,0.65,0.271609,0,54,0.427057,-0.0036409,0.0323429
0.316,-0.0126492,-1.57923,1.57923,0.0126492,-0.00843279,0.00843279,0.994206,0.258677,0.65,0.271445,0,54,0.426984,-0.0041291,0.0324192
0.318,-0.0126213,-1.57921,1.57921,0.0126213,-0.00841421,0.00841421,0.994132,0.259044,0.65,0.271278,0,54,0.42691,-0.00462097,0.0324961
0.32,-0.0125906,-1.57919,1.57919,0.0125906,-0.00839376,0.00839376,0.994058,0.259411,0.65,0.27111,0,54,0.426836,-0.00511645,0.0325736
0.322,-0.0125571,-1.57917,1.57917,0.0125571,-0.00837142,0.00837142,0.993984,0.259777,0.65,0.27094,0,54,0.42676,-0.00561551,0.0326518
0.324,-0.0125208,-1.57914,1.57914,0.0125208,-0.0083472,0.0083472,0.993909,0.260144,0.65,0.270768,0,54,0.426683,-0.00611809,0.0327306
0.326,-0.0124816,-1.57912,1.57912,0.0124816,-0.00832107,0.00832107,0.993834,0.26051,0.65,0.270594,0,54,0.426604,-0.00662415,0.0328101
0.328,-0.0124396,-1.57909,1.57909,0.0124396,-0.00829304,0.00829304,0.993759,0.260876,0.65,0.270417,0,54,0.426525,-0.00713362,0.0328902
0.33,-0.0123946,-1.57906,1.57906,0.0123946,-0.0082631,0.0082631,0.993682,0.261242,0.65,0.270239,0,54,0.426444,-0.00764647,0.0329709
0.332,-0.0123468,-1.57903,1.57903,0.0123468,-0.00823123,0.00823123,0.993606,0.261608,0.65,0.270059,0,54,0.426363,-0.00816264,0.0330524
0.334,-0.0122961,-1.57899,1.57899,0.0122961,-0.00819742,0.00819742,0.993529,0.261974,0.65,0.269877,0,54,0.42628,-0.00868209,0.0331344
0.336,-0.0122425,-1.57896,1.57896,0.0122425,-0.00816168,0.00816168,0.993451,0.26234,0.65,0.269693,0,54,0.426196,-0.00920476,0.0332172
0.338,-0.012186,-1.57892,1.57892,0.012186,-0.00812399,0.00812399,0.993374,0.262705,0.65,0.269507,0,54,0.42611,-0.00973061,0.0333005
0.34,-0.0121265,-1.57888,1.57888,0.0121265,-0.00808434,0.00808434,0.993295,0.26307,0.65,0.269319,0,54,0.426024,-0.0102596,0.0333846
0.342,-0.0120641,-1.57884,1.57884,0.0120641,-0.00804273,0.00804273,0.993216,0.263436,0.65,0.269129,0,54,0.425936,-0.0107916,0.0334693
