time,q1,q2,q3,q4,q5,q6,ph_x,ph_y,ph_z,h,n_c,frameId,d,vr,vh
1.21,0.279137,-1.3847,1.3847,-0.279137,0.186092,-0.186092,0.921579,0.402244,0.65,0.0867106,0,46,0.283015,-0.142587,0.100707
1.212,0.28022,-1.38398,1.38398,-0.28022,0.186813,-0.186813,0.921337,0.402509,0.65,0.0864254,0,46,0.282538,-0.141418,0.101178
1.214,0.281303,-1.38326,1.38326,-0.281303,0.187536,-0.187536,0.921094,0.402774,0.65,0.0861441,0,46,0.282062,-0.140237,0.101649
1.216,0.282387,-1.38254,1.38254,-0.282387,0.188258,-0.188258,0.920851,0.403039,0.65,0.0858668,0,46,0.281589,-0.139046,0.102122
1.218,0.283472,-1.38181,1.38181,-0.283472,0.188982,-0.188982,0.920607,0.403304,0.65,0.0855935,0,46,0.281116,-0.137843,0.102595
1.22,0.284558,-1.38109,1.38109,-0.284558,0.189705,-0.189705,0.920364,0.403568,0.65,0.0853241,0,46,0.280645,-0.136628,0.10307
1.222,0.285644,-1.38037,1.38037,-0.285644,0.19043,-0.19043,0.92012,0.403832,0.65,0.0850587,0,46,0.280176,-0.135403,0.103545
1.224,0.286731,-1.37964,1.37964,-0.286731,0.191154,-0.191154,0.919875,0.404095,0.65,0.0847974,0,46,0.279708,-0.134165,0.104021
1.226,0.287819,-1.37892,1.37892,-0.287819,0.19188,-0.19188,0.919631,0.404358,0.65,0.0845401,0,46,0.279242,-0.132917,0.104498
1.228,0.288908,-1.37819,1.37819,-0.288908,0.192605,-0.192605,0.919386,0.404622,0.65,0.0842868,0,46,0.278777,-0.131657,0.104976
1.23,0.289997,-1.37746,1.37746,-0.289997,0.193331,-0.193331,0.91914,0.404884,0.65,0.0840376,0,46,0.278314,-0.130386,0.105455
1.232,0.291087,-1.37674,1.37674,-0.291087,0.194058,-0.194058,0.918895,0.405147,0.65,0.0837925,0,46,0.277852,-0.129103,0.105935
1.234,0.292178,-1.37601,1.37601,-0.292178,0.194785,-0.194785,0.918649,0.405409,0.65,0.0835515,0,46,0.277393,-0.127809,0.106416
1.236,0.293269,-1.37528,1.37528,-0.293269,0.195513,-0.195513,0.918402,0.405671,0.65,0.0833146,0,46,0.276935,-0.126504,0.106897
1.238,0.294361,-1.37456,1.37456,-0.294361,0.196241,-0.196241,0.918156,0.405932,0.65,0.0830819,0,46,0.276478,-0.125187,0.107379
1.24,0.295454,-1.37383,1.37383,-0.295454,0.196969,-0.196969,0.917909,0.406194,0.65,0.0828533,0,46,0.276023,-0.123859,0.107862
1.242,0.296547,-1.3731,1.3731,-0.296547,0.197698,-0.197698,0.917661,0.406455,0.65,0.0826288,0,46,0.27557,-0.122519,0.108346
1.244,0.297641,-1.37237,1.37237,-0.297641,0.198427,-0.198427,0.917414,0.406715,0.65,0.0824085,0,46,0.275119,-0.121168,0.10883
1.246,0.298736,-1.37164,1.37164,-0.298736,0.199157,-0.199157,0.917166,0.406976,0.65,0.0821924,0,46,0.27467,-0.119806,0.109315
1.248,0.299831,-1.37091,1.37091,-0.299831,0.199887,-0.199887,0.916918,0.407236,0.65,0.0819805,0,46,0.274222,-0.118432,0.109801
1.25,0.300927,-1.37018,1.37018,-0.300927,0.200618,-0.200618,0.916669,0.407496,0.65,0.0817728,0,46,0.273776,-0.117047,0.110288
1.252,0.302024,-1.36945,1.36945,-0.302024,0.201349,-0.201349,0.91642,0.407756,0.65,0.0815693,0,46,0.273332,-0.11565,0.110775
1.254,0.303121,-1.36872,1.36872,-0.303121,0.202081,-0.202081,0.916171,0.408015,0.65,0.0813701,0,46,0.27289,-0.114242,0.111263
1.256,0.304219,-1.36798,1.36798,-0.304219,0.202812,-0.202812,0.915921,0.408274,0.65,0.0811751,0,46,0.27245,-0.112822,0.111751
1.258,0.305317,-1.36725,1.36725,-0.305317,0.203545,-0.203545,0.915671,0.408533,0.65,0.0809844,0,46,0.272012,-0.111392,0.112241
1.26,0.306416,-1.36652,1.36652,-0.306416,0.204277,-0.204277,0.915421,0.408791,0.65,0.0807979,0,46,0.271576,-0.109949,0.11273
1.262,0.307516,-1.36579,1.36579,-0.307516,0.205011,-0.205011,0.915171,0.409049,0.65,0.0806158,0,46,0.271141,-0.108496,0.113221
1.264,0.308616,-1.36505,1.36505,-0.308616,0.205744,-0.205744,0.91492,0.409307,0.65,0.0804379,0,46,0.270709,-0.107031,0.113712
1.266,0.309717,-1.36432,1.36432,-0.309717,0.206478,-0.206478,0.914669,0.409565,0.65,0.0802643,0,46,0.270278,-0.105555,0.114203
1.268,0.310818,-1.36358,1.36358,-0.310818,0.207212,-0.207212,0.914417,0.409822,0.65,0.080095,0,46,0.26985,-0.104067,0.114695
1.27,0.31192,-1.36285,1.36285,-0.31192,0.207947,-0.207947,0.914165,0.410079,0.65,0.0799301,0,46,0.269423,-0.102568,0.115188
1.272,0.313022,-1.36211,1.36211,-0.313022,0.208682,-0.208682,0.913913,0.410336,0.65,0.0797694,0,46,0.268999,-0.101058,0.115681
1.274,0.314125,-1.36138,1.36138,-0.314125,0.209417,-0.209417,0.913661,0.410592,0.65,0.0796131,0,46,0.268577,-0.0995369,0.116174
1.276,0.315229,-1.36064,1.36064,-0.315229,0.210153,-0.210153,0.913408,0.410848,0.65,0.0794612,0,46,0.268157,-0.0980043,0.116668
1.278,0.316333,-1.35991,1.35991,-0.316333,0.210889,-0.210889,0.913155,0.411104,0.65,0.0793136,0,46,0.267739,-0.0964604,0.117163
1.28,0.317438,-1.35917,1.35917,-0.317438,0.211625,-0.211625,0.912901,0.41136,0.65,0.0791704,0,46,0.267323,-0.0949053,0.117657
1.282,0.318543,-1.35843,1.35843,-0.318543,0.212362,-0.212362,0.912648,0.411615,0.65,0.0790315,0,46,0.266909,-0.0933391,0.118153
1.284,0.319648,-1.3577,1.3577,-0.319648,0.213099,-0.213099,0.912394,0.41187,0.65,0.078897,0,46,0.266497,-0.0917616,0.118648
1.286,0.320754,-1.35696,1.35696,-0.320754,0.213836,-0.213836,0.912139,0.412125,0.65,0.0787669,0,46,0.266088,-0.0901731,0.119144
1.288,0.321861,-1.35622,1.35622,-0.321861,0.214574,-0.214574,0.911885,0.412379,0.65,0.0786411,0,46,0.265681,-0.0885734,0.11964
1.29,0.322968,-1.35548,1.35548,-0.322968,0.215312,-0.215312,0.91163,0.412633,0.65,0.0785198,0,46,0.265276,-0.0869627,0.120136
1.292,0.324076,-1.35475,1.35475,-0.324076,0.216051,-0.216051,0.911374,0.412887,0.65,0.0784028,0,46,0.264874,-0.085341,0.120633
1.294,0.325184,-1.35401,1.35401,-0.325184,0.216789,-0.216789,0.911119,0.413141,0.65,0.0782903,0,46,0.264473,-0.0837082,0.12113
1.296,0.326292,-1.35327,1.35327,-0.326292,0.217528,-0.217528,0.910863,0.413394,0.65,0.0781821,0,46,0.264075,-0.0820644,0.121627
1.298,0.327401,-1.35253,1.35253,-0.327401,0.218268,-0.218268,0.910606,0.413647,0.65,0.0780783,0,46,0.26368,-0.0804097,0.122124
1.3,0.328511,-1.35179,1.35179,-0.328511,0.219007,-0.219007,0.91035,0.4139,0.65,0.077979,0,46,0.263286,-0.0787441,0.122622
1.302,0.329621,-1.35105,1.35105,-0.329621,0.219747,-0.219747,0.910093,0.414152,0.65,0.077884,0,46,0.262895,-0.0770676,0.123119
1.304,0.330731,-1.35031,1.35031,-0.330731,0.220487,-0.220487,0.909836,0.414404,0.65,0.0777935,0,46,0.262507,-0.0753803,0.123617
1.306,0.331842,-1.34957,1.34957,-0.331842,0.221228,-0.221228,0.909578,0.414656,0.65,0.0777073,0,46,0.262121,-0.0736822,0.124115
1.308,0.332953,-1.34883,1.34883,-0.332953,0.221969,-0.221969,0.90932,0.414907,0.65,0.0776256,0,46,0.261737,-0.0719733,0.124613
1.31,0.334064,-1.34809,1.34809,-0.334064,0.22271,-0.22271,0.909062,0.415158,0.65,0.0775483,0,46,0.261356,-0.0702538,0.125111
1.312,0.335176,-1.34735,1.34735,-0.335176,0.223451,-0.223451,0.908803,0.415409,0.65,0.0774754,0,46,0.260977,-0.0685236,0.125609
1.314,0.336289,-1.3466,1.3466,-0.336289,0.224192,-0.224192,0.908544,0.41566,0.65,0.0774069,0,46,0.260601,-0.0667828,0.126106
1.316,0.337402,-1.34586,1.34586,-0.337402,0.224934,-0.224934,0.908285,0.41591,0.65,0.0773428,0,46,0.260227,-0.0650314,0.126604
1.318,0.338515,-1.34512,1.34512,-0.338515,0.225676,-0.225676,0.908026,0.41616,0.65,0.0772832,0,46,0.259856,-0.0632696,0.127102
1.32,0.339628,-1.34438,1.34438,-0.339628,0.226419,-0.226419,0.907766,0.41641,0.65,0.0772279,0,46,0.259488,-0.0614972,0.1276
1.322,0.340742,-1.34363,1.34363,-0.340742,0.227161,-0.227161,0.907506,0.416659,0.65,0.077177,0,46,0.259122,-0.0597145,0.128097
1.324,0.341856,-1.34289,1.34289,-0.341856,0.227904,-0.227904,0.907245,0.416909,0.65,0.0771306,0,46,0.258758,-0.0579215,0.128594
1.326,0.342971,-1.34215,1.34215,-0.342971,0.228647,-0.228647,0.906985,0.417157,0.65,0.0770885,0,46,0.258398,-0.0561181,0.129092
1.328,0.344086,-1.34141,1.34141,-0.344086,0.229391,-0.229391,0.906724,0.417406,0.65,0.0770508,0,46,0.258039,-0.0543046,0.129588
1.33,0.345201,-1.34066,1.34066,-0.345201,0.230134,-0.230134,0.906462,0.417654,0.65,0.0767285,1,54,0.278143,-0.110136,0.167316
1.332,0.346317,-1.33992,1.33992,-0.346317,0.230878,-0.230878,0.9062,0.417902,0.65,0.0761379,1,54,0.278054,-0.111817,0.167637
1.334,0.347433,-1.33917,1.33917,-0.347433,0.231622,-0.231622,0.905938,0.41815,0.65,0.0755504,1,54,0.277969,-0.113494,0.167955
1.336,0.348549,-1.33843,1.33843,-0.348549,0.232366,-0.232366,0.905676,0.418397,0.65,0.074966,1,54,0.277886,-0.115168,0.168271
1.338,0.349666,-1.33769,1.33769,-0.349666,0.23311,-0.23311,0.905413,0.418644,0.65,0.0743847,1,54,0.277807,-0.116837,0.168585
1.34,0.350783,-1.33694,1.33694,-0.350783,0.233855,-0.233855,0.90515,0.418891,0.65,0.0738066,1,54,0.277731,-0.118504,0.168897
1.342,0.3519,-1.3362,1.3362,-0.3519,0.2346,-0.2346,0.904887,0.419138,0.65,0.0732318,1,54,0.277659,-0.120166,0.169206
1.344,0.353017,-1.33545,1.33545,-0.353017,0.235345,-0.235345,0.904624,0.419384,0.65,0.0726604,1,54,0.277589,-0.121823,0.169514
1.346,0.354135,-1.33471,1.33471,-0.354135,0.23609,-0.23609,0.90436,0.41963,0.65,0.0720923,1,54,0.277524,-0.123477,0.169819
1.348,0.355253,-1.33396,1.33396,-0.355253,0.236835,-0.236835,0.904095,0.419875,0.65,0.0715278,1,54,0.277461,-0.125126,0.170122
1.35,0.356371,-1.33322,1.33322,-0.356371,0.237581,-0.237581,0.903831,0.42012,0.65,0.0709667,1,54,0.277402,-0.12677,0.170423
1.352,0.35749,-1.33247,1.33247,-0.35749,0.238327,-0.238327,0.903566,0.420365,0.65,0.0704093,1,54,0.277346,-0.12841,0.170722
1.354,0.358609,-1.33172,1.33172,-0.358609,0.239072,-0.239072,0.903301,0.42061,0.65,0.0698555,1,54,0.277293,-0.130045,0.171019
1.356,0.359728,-1.33098,1.33098,-0.359728,0.239818,-0.239818,0.903035,0.420854,0.65,0.0693054,1,54,0.277244,-0.131674,0.171313
1.358,0.360847,-1.33023,1.33023,-0.360847,0.240565,-0.240565,0.902769,0.421099,0.65,0.0687592,1,54,0.277198,-0.133299,0.171605
1.36,0.361967,-1.32949,1.32949,-0.361967,0.241311,-0.241311,0.902503,0.421342,0.65,0.0682167,1,54,0.277156,-0.134918,0.171894
1.362,0.363086,-1.32874,1.32874,-0.363086,0.242058,-0.242058,0.902237,0.421586,0.65,0.0676782,1,54,0.277117,-0.136532,0.172182
1.364,0.364206,-1.32799,1.32799,-0.364206,0.242804,-0.242804,0.90197,0.421829,0.65,0.0671437,1,54,0.277081,-0.138141,0.172467
1.366,0.365326,-1.32725,1.32725,-0.365326,0.243551,-0.243551,0.901703,0.422072,0.65,0.0666132,1,54,0.277049,-0.139743,0.172749
1.368,0.366447,-1.3265,1.3265,-0.366447,0.244298,-0.244298,0.901436,0.422314,0.65,0.0660869,1,54,0.27702,-0.14134,0.173029
1.37,0.367567,-1.32575,1.32575,-0.367567,0.245045,-0.245045,0.901168,0.422557,0.65,0.0655647,1,54,0.276995,-0.142931,0.173307
1.372,0.368688,-1.325,1.325,-0.368688,0.245792,-0.245792,0.9009,0.422799,0.65,0.0650467,1,54,0.276973,-0.144516,0.173583
1.374,0.369809,-1.32426,1.32426,-0.369809,0.246539,-0.246539,0.900631,0.42304,0.65,0.064533,1,54,0.276954,-0.146094,0.173856
1.376,0.37093,-1.32351,1.32351,-0.37093,0.247287,-0.247287,0.900363,0.423282,0.65,0.0640237,1,54,0.276939,-0.147666,0.174126
1.378,0.372052,-1.32276,1.32276,-0.372052,0.248034,-0.248034,0.900094,0.423523,0.65,0.0635189,1,54,0.276927,-0.149232,0.174394
1.38,0.373173,-1.32201,1.32201,-0.373173,0.248782,-0.248782,0.899825,0.423764,0.65,0.0630185,1,54,0.276918,-0.150791,0.17466
1.382,0.374295,-1.32127,1.32127,-0.374295,0.24953,-0.24953,0.899555,0.424004,0.65,0.0625227,1,54,0.276913,-0.152343,0.174923
1.384,0.375416,-1.32052,1.32052,-0.375416,0.250278,-0.250278,0.899285,0.424244,0.65,0.0620315,1,54,0.276912,-0.153888,0.175183
1.386,0.376538,-1.31977,1.31977,-0.376538,0.251025,-0.251025,0.899015,0.424484,0.65,0.061545,1,54,0.276914,-0.155426,0.175441
1.388,0.37766,-1.31902,1.31902,-0.37766,0.251773,-0.251773,0.898744,0.424724,0.65,0.0610632,1,54,0.276919,-0.156957,0.175696
1.39,0.378782,-1.31827,1.31827,-0.378782,0.252522,-0.252522,0.898473,0.424963,0.65,0.0605862,1,54,0.276928,-0.158481,0.175949
1.392,0.379904,-1.31753,1.31753,-0.379904,0.25327,-0.25327,0.898202,0.425202,0.65,0.0601142,1,54,0.27694,-0.159997,0.1762
1.394,0.381027,-1.31678,1.31678,-0.381027,0.254018,-0.254018,0.897931,0.425441,0.65,0.059647,1,54,0.276956,-0.161505,0.176447
1.396,0.382149,-1.31603,1.31603,-0.382149,0.254766,-0.254766,0.897659,0.425679,0.65,0.0591849,1,54,0.276975,-0.163006,0.176692
1.398,0.383272,-1.31528,1.31528,-0.383272,0.255515,-0.255515,0.897387,0.425917,0.65,0.0587182,1,53,0.266513,-0.130959,0.17156
1.4,0.384394,-1.31453,1.31453,-0.384394,0.256263,-0.256263,0.897114,0.426155,0.65,0.0581772,1,53,0.266475,-0.132588,0.171859
1.402,0.385517,-1.31378,1.31378,-0.385517,0.257011,-0.257011,0.896842,0.426392,0.65,0.0576408,1,53,0.26644,-0.13421,0.172156
1.404,0.38664,-1.31304,1.31304,-0.38664,0.25776,-0.25776,0.896569,0.426629,0.65,0.0571088,1,53,0.266409,-0.135825,0.17245
1.406,0.387763,-1.31229,1.31229,-0.387763,0.258509,-0.258509,0.896295,0.426866,0.65,0.0565814,1,53,0.266381,-0.137433,0.172741
1.408,0.388886,-1.31154,1.31154,-0.388886,0.259257,-0.259257,0.896022,0.427102,0.65,0.0560587,1,53,0.266357,-0.139034,0.173029
1.41,0.390009,-1.31079,1.31079,-0.390009,0.260006,-0.260006,0.895748,0.427339,0.65,0.0555407,1,53,0.266337,-0.140628,0.173315
1.412,0.391132,-1.31004,1.31004,-0.391132,0.260754,-0.260754,0.895473,0.427575,0.65,0.0550275,1,53,0.26632,-0.142214,0.173598
1.414,0.392255,-1.30929,1.30929,-0.392255,0.261503,-0.261503,0.895199,0.42781,0.65,0.0545191,1,53,0.266306,-0.143793,0.173879
1.416,0.393378,-1.30854,1.30854,-0.393378,0.262252,-0.262252,0.894924,0.428045,0.65,0.0540157,1,53,0.266296,-0.145363,0.174156
1.418,0.394501,-1.3078,1.3078,-0.394501,0.263,-0.263,0.894649,0.42828,0.65,0.0535173,1,53,0.26629,-0.146926,0.174431
1.42,0.395624,-1.30705,1.30705,-0.395624,0.263749,-0.263749,0.894373,0.428515,0.65,0.0530239,1,53,0.266287,-0.148481,0.174704
1.422,0.396747,-1.3063,1.3063,-0.396747,0.264498,-0.264498,0.894097,0.428749,0.65,0.0525357,1,53,0.266288,-0.150028,0.174973
1.424,0.39787,-1.30555,1.30555,-0.39787,0.265247,-0.265247,0.893821,0.428983,0.65,0.0520527,1,53,0.266292,-0.151566,0.17524
1.426,0.398993,-1.3048,1.3048,-0.398993,0.265995,-0.265995,0.893545,0.429217,0.65,0.0515749,1,53,0.2663,-0.153096,0.175504
1.428,0.400116,-1.30405,1.30405,-0.400116,0.266744,-0.266744,0.893268,0.429451,0.65,0.0511025,1,53,0.266311,-0.154617,0.175765
1.43,0.401239,-1.3033,1.3033,-0.401239,0.267493,-0.267493,0.892991,0.429684,0.65,0.0506355,1,53,0.266326,-0.156129,0.176023
1.432,0.402362,-1.30255,1.30255,-0.402362,0.268241,-0.268241,0.892713,0.429916,0.65,0.0501739,1,53,0.266345,-0.157633,0.176278
1.434,0.403485,-1.30181,1.30181,-0.403485,0.26899,-0.26899,0.892436,0.430149,0.65,0.0497179,1,53,0.266367,-0.159127,0.176531
1.436,0.404608,-1.30106,1.30106,-0.404608,0.269739,-0.269739,0.892158,0.430381,0.65,0.0492675,1,53,0.266393,-0.160612,0.17678
1.438,0.405731,-1.30031,1.30031,-0.405731,0.270487,-0.270487,0.891879,0.430613,0.65,0.0488227,1,53,0.266422,-0.162088,0.177027
1.44,0.406854,-1.29956,1.29956,-0.406854,0.271236,-0.271236,0.891601,0.430844,0.65,0.0483837,1,53,0.266455,-0.163555,0.177271
1.442,0.407977,-1.29881,1.29881,-0.407977,0.271984,-0.271984,0.891322,0.431076,0.65,0.0478904,3,54,0.246216,-0.0950244,0.171617
1.444,0.409099,-1.29806,1.29806,-0.409099,0.272733,-0.272733,0.891042,0.431307,0.65,0.0473461,3,54,0.246147,-0.0966205,0.171965
1.446,0.410222,-1.29732,1.29732,-0.410222,0.273481,-0.273481,0.890763,0.431537,0.65,0.0468081,3,54,0.246083,-0.0982073,0.172309
1.448,0.411344,-1.29657,1.29657,-0.411344,0.27423,-0.27423,0.890483,0.431768,0.65,0.0462765,3,54,0.246024,-0.0997845,0.17265
1.45,0.412467,-1.29582,1.29582,-0.412467,0.274978,-0.274978,0.890203,0.431998,0.65,0.0457515,3,54,0.24597,-0.101352,0.172988
1.452,0.413589,-1.29507,1.29507,-0.413589,0.275726,-0.275726,0.889922,0.432227,0.65,0.0452331,3,54,0.245921,-0.10291,0.173322
1.454,0.414711,-1.29432,1.29432,-0.414711,0.276474,-0.276474,0.889642,0.432457,0.65,0.044582,4,54,0.225726,-0.0314911,0.161272
1.456,0.415833,-1.29357,1.29357,-0.415833,0.277222,-0.277222,0.889361,0.432686,0.65,0.0438948,4,54,0.22551,-0.0332005,0.161778
1.458,0.416955,-1.29283,1.29283,-0.416955,0.27797,-0.27797,0.889079,0.432914,0.65,0.043214,4,54,0.225301,-0.0349017,0.16228
1.46,0.418077,-1.29208,1.29208,-0.418077,0.278718,-0.278718,0.888797,0.433143,0.65,0.04254,4,54,0.225097,-0.0365945,0.162779
1.462,0.419199,-1.29133,1.29133,-0.419199,0.279466,-0.279466,0.888515,0.433371,0.65,0.0418727,4,54,0.224899,-0.0382785,0.163275
1.464,0.420321,-1.29058,1.29058,-0.420321,0.280214,-0.280214,0.888233,0.433599,0.65,0.0412124,4,54,0.224707,-0.0399534,0.163767
1.466,0.421442,-1.28984,1.28984,-0.421442,0.280961,-0.280961,0.88795,0.433826,0.65,0.0405591,4,54,0.224521,-0.041619,0.164255
1.468,0.422563,-1.28909,1.28909,-0.422563,0.281709,-0.281709,0.887667,0.434053,0.65,0.039913,4,54,0.224341,-0.043275,0.164739
1.47,0.423684,-1.28834,1.28834,-0.423684,0.282456,-0.282456,0.887384,0.43428,0.65,0.0392743,4,54,0.224168,-0.0449211,0.16522
1.472,0.424805,-1.28759,1.28759,-0.424805,0.283203,-0.283203,0.887101,0.434507,0.65,0.0386431,4,54,0.224001,-0.046557,0.165697
1.474,0.425926,-1.28685,1.28685,-0.425926,0.283951,-0.283951,0.886817,0.434733,0.65,0.0380195,4,54,0.223839,-0.0481824,0.16617
1.476,0.427046,-1.2861,1.2861,-0.427046,0.284698,-0.284698,0.886533,0.434959,0.65,0.0374038,4,54,0.223684,-0.0497971,0.166639
1.478,0.428167,-1.28535,1.28535,-0.428167,0.285445,-0.285445,0.886248,0.435184,0.65,0.036796,4,54,0.223536,-0.0514007,0.167104
1.48,0.429287,-1.28461,1.28461,-0.429287,0.286191,-0.286191,0.885963,0.435409,0.65,0.0361962,4,54,0.223394,-0.052993,0.167565
1.482,0.430407,-1.28386,1.28386,-0.430407,0.286938,-0.286938,0.885678,0.435634,0.65,0.0356047,4,54,0.223258,-0.0545736,0.168022
1.484,0.431527,-1.28311,1.28311,-0.431527,0.287684,-0.287684,0.885393,0.435859,0.65,0.0350216,4,54,0.223128,-0.0561424,0.168474
1.486,0.432646,-1.28237,1.28237,-0.432646,0.288431,-0.288431,0.885107,0.436083,0.65,0.034447,4,54,0.223005,-0.057699,0.168922
1.488,0.433765,-1.28162,1.28162,-0.433765,0.289177,-0.289177,0.884821,0.436307,0.65,0.033881,4,54,0.222888,-0.059243,0.169366
1.49,0.434884,-1.28087,1.28087,-0.434884,0.289923,-0.289923,0.884535,0.436531,0.65,0.0333239,4,54,0.222777,-0.0607744,0.169805
1.492,0.436003,-1.28013,1.28013,-0.436003,0.290669,-0.290669,0.884248,0.436754,0.65,0.0327757,4,54,0.222673,-0.0622927,0.170239
1.494,0.437122,-1.27938,1.27938,-0.437122,0.291414,-0.291414,0.883961,0.436977,0.65,0.0322366,4,54,0.222576,-0.0637977,0.170669
1.496,0.43824,-1.27864,1.27864,-0.43824,0.29216,-0.29216,0.883674,0.4372,0.65,0.0317068,4,54,0.222485,-0.0652891,0.171094
1.498,0.439358,-1.27789,1.27789,-0.439358,0.292905,-0.292905,0.883387,0.437422,0.65,0.0311864,4,54,0.222401,-0.0667666,0.171515
1.5,0.440475,-1.27715,1.27715,-0.440475,0.29365,-0.29365,0.883099,0.437644,0.65,0.0306755,4,54,0.222323,-0.0682299,0.17193
1.502,0.441593,-1.2764,1.2764,-0.441593,0.294395,-0.294395,0.882811,0.437866,0.65,0.0301742,4,54,0.222252,-0.0696789,0.172341
1.504,0.44271,-1.27566,1.27566,-0.44271,0.29514,-0.29514,0.882522,0.438087,0.65,0.0296828,4,54,0.222187,-0.0711131,0.172747
1.506,0.443827,-1.27491,1.27491,-0.443827,0.295885,-0.295885,0.882233,0.438309,0.65,0.0292013,4,54,0.222129,-0.0725324,0.173147
1.508,0.444943,-1.27417,1.27417,-0.444943,0.296629,-0.296629,0.881944,0.438529,0.65,0.02873,4,54,0.222078,-0.0739364,0.173543
1.51,0.44606,-1.27342,1.27342,-0.44606,0.297373,-0.297373,0.881655,0.43875,0.65,0.0282688,4,54,0.222033,-0.0753249,0.173934
1.512,0.447176,-1.27268,1.27268,-0.447176,0.298117,-0.298117,0.881365,0.43897,0.65,0.027818,4,54,0.221995,-0.0766977,0.174319
1.514,0.448291,-1.27194,1.27194,-0.448291,0.298861,-0.298861,0.881075,0.43919,0.65,0.0273778,4,54,0.221964,-0.0780544,0.174699
1.516,0.449406,-1.27119,1.27119,-0.449406,0.299604,-0.299604,0.880785,0.439409,0.65,0.0269481,4,54,0.221939,-0.0793948,0.175074
1.518,0.450521,-1.27045,1.27045,-0.450521,0.300347,-0.300347,0.880495,0.439628,0.65,0.026425
